text,processed_text,target
who will we make fun of,who will we make fun of,neutral
wish you was ere,wish you was ere,positive
heyy sweety how did it go at advanced training waht r you doing hugz xxxxxxxxxx,heyy sweety how did it go at advanced training waht r you doing hugz xxxxxxxxxx,neutral
difficulties,difficulties,negative
back from hospital now at work later studio time,back from hospital now at work later studio time,neutral
i am using an keyboard,i am using an keyboard,neutral
i m having a problem,i m having a problem,negative
architecture is nice an,architecture is nice an,positive
sick,sick,negative
cupcakes creme brulee i want some sugar,cupcakes creme brulee i want some sugar,neutral
i feel sorry for male singers they are never going to be as great zac hanson pooorr fellas,i feel sorry for male singers they are never going to be as great zac hanson pooorr fellas,neutral
uh yeah totally but then again i am in real life too soooo,uh yeah totally but then again i am in real life too soooo,neutral
they were kind of pissed,they were kind of pissed,negative
i will conversation you,i will conversation you,positive
feels guility,feels guility,negative
i know that feeling,i know that feeling,neutral
stuffed,stuffed,negative
homework,homework,neutral
great,great,positive
thanks,thanks,positive
just had an amazinq i quess its always qreat to have an excuse to wear tiny dresses heels,just had an amazinq i quess its always qreat to have an excuse to wear tiny dresses heels,positive
did i mention i feel like,did i mention i feel like,negative
i was so hype about it being friday it raining outside no rain all day but its rainin when its time to mr sun is trippin,i was so hype about it being friday it raining outside no rain all day but its rainin when its time to mr sun is trippin,neutral
wish,wish,positive
yeah i did haha rd episode is up as well,yeah i did haha rd episode is up as well,neutral
aw babyy i m sorry i gots too excited haha,aw babyy i m sorry i gots too excited haha,neutral
i m nerrrvous,i m nerrrvous,negative
i don t find this stuff amusing,i don t find this stuff amusing,negative
thanks,thanks,positive
congratulations,congratulations,positive
phillies gamee with mama for mothers day,phillies gamee with mama for mothers day,neutral
good,good,positive
any chance you ll have a madison wi location soon maybe too small,any chance you ll have a madison wi location soon maybe too small,neutral
its pouring and i have holes in my shoes,its pouring and i have holes in my shoes,neutral
ay i still miss waking up to your pleasant personalit,ay i still miss waking up to your pleasant personalit,positive
w i dk what to do,w i dk what to do,negative
does not know hot twitter works,does not know hot twitter works,neutral
o torture,o torture,negative
really sick,really sick,negative
i feels great,i feels great,positive
i really like tw,i really like tw,positive
oh no its ok they are coming on just now x,oh no its ok they are coming on just now x,neutral
is sick,is sick,negative
gloomy,gloomy,negative
proud,proud,positive
one of my models from a photo shoot stacey,one of my models from a photo shoot stacey,neutral
people are so mean,people are so mean,negative
of issue,of issue,negative
happy mother s day,happy mother s day,positive
there is a spider above my bed calming my fears by listening to greeeeen day,there is a spider above my bed calming my fears by listening to greeeeen day,positive
thanks buddi and it s no problem your my friend yah i should post more pics of london nothing much really you,thanks buddi and it s no problem your my friend yah i should post more pics of london nothing much really you,neutral
it is kind of lonely when nobody will answer their phone,it is kind of lonely when nobody will answer their phone,negative
the palm pre doesn t record video,the palm pre doesn t record video,neutral
love,love,positive
ok so i m hungry i m fat i know i know aha,ok so i m hungry i m fat i know i know aha,negative
yeah we say shite alot here you say it as shiiite rhyming with light,yeah we say shite alot here you say it as shiiite rhyming with light,neutral
unappealing,unappealing,negative
nervous,nervous,negative
my computer at work is not working booo need a new one tgif,my computer at work is not working booo need a new one tgif,neutral
lifesaver,lifesaver,positive
success,success,positive
that s unfortunate to hear thanks you both for the head s,that s unfortunate to hear thanks you both for the head s,neutral
y i m not going to be much help,y i m not going to be much help,negative
like,like,positive
me too chrome s popup blocker is better,me too chrome s popup blocker is better,neutral
thanks,thanks,positive
old me s dead and gon,old me s dead and gon,negative
happy,happy,positive
the only thing about preparing sermons in one week is just when you think you are done you have to prepare the powerpoint slides,the only thing about preparing sermons in one week is just when you think you are done you have to prepare the powerpoint slides,neutral
thanks,thanks,positive
haha soooo party tonight,haha soooo party tonight,neutral
t gets a second chance to perform again,t gets a second chance to perform again,positive
head hurts and i feel sick,head hurts and i feel sick,negative
interesting,interesting,positive
do not want to go into work,do not want to go into work,negative
my attention for the length of time to type this tell ya what ill add old mans war to my wish list on amazon,my attention for the length of time to type this tell ya what ill add old mans war to my wish list on amazon,neutral
has a bad headache,has a bad headache,negative
i want to be at,i want to be at,neutral
no it s not,no it s not,neutral
i used to live by the ocean i shoulda gone to the beach more often,i used to live by the ocean i shoulda gone to the beach more often,neutral
artwork at am got to get this portfolio done for meca by wednesday meeting with milonzzi to review it then,artwork at am got to get this portfolio done for meca by wednesday meeting with milonzzi to review it then,neutral
whoohoo,whoohoo,positive
thanks,thanks,positive
oh seems the playable joker ps exclusivity on arkham asylum is much bigger than thought,oh seems the playable joker ps exclusivity on arkham asylum is much bigger than thought,neutral
not a fun day,not a fun day,negative
watching horrible with don t be mad,watching horrible with don t be mad,neutral
i m really full had a huge breakfast,i m really full had a huge breakfast,neutral
on iphone soon they re adding on logins so you won t have to type it all out everytime,on iphone soon they re adding on logins so you won t have to type it all out everytime,neutral
i m sure will be just replay to me i love you so much,i m sure will be just replay to me i love you so much,positive
work suckd,work suckd,negative
i am still waitin for my girl to come home i want to go shopping,i am still waitin for my girl to come home i want to go shopping,neutral
great day,great day,positive
lindsay we are your spanish fansite and we love you please reply us i wish you a good flight,lindsay we are your spanish fansite and we love you please reply us i wish you a good flight,positive
more and more excited,more and more excited,positive
its getting very annoying,its getting very annoying,negative
gmorning,gmorning,positive
stop,stop,negative
when i heard one from alicia keys like minutes ago you made my night,when i heard one from alicia keys like minutes ago you made my night,neutral
best present ever have fun breakfast hunting,best present ever have fun breakfast hunting,positive
rblpn you know i could listen to every version of war pigs ever recorded,rblpn you know i could listen to every version of war pigs ever recorded,neutral
r fevered imagination,r fevered imagination,negative
pampering wi,pampering wi,positive
i really am sorry,i really am sorry,negative
monday monday cade is home on the couch i have lots to do today,monday monday cade is home on the couch i have lots to do today,neutral
s now i m curious as hel,s now i m curious as hel,positive
ooo no i believe they ve all closed down even the ones at the airport,ooo no i believe they ve all closed down even the ones at the airport,neutral
headache,headache,negative
sad,sad,negative
i am going to be staring at hello kitty s face at,i am going to be staring at hello kitty s face at,neutral
oh those messages probably not,oh those messages probably not,neutral
best excited,best excited,positive
beautiful,beautiful,positive
good morning my sexy twitter how s you all doing i m gd but it s like am n i still want to sleep,good morning my sexy twitter how s you all doing i m gd but it s like am n i still want to sleep,neutral
garcia learned that lesson last night i thought i was going to throw up got our tix for fashion show at end of mo,garcia learned that lesson last night i thought i was going to throw up got our tix for fashion show at end of mo,neutral
stupid,stupid,negative
thanks,thanks,positive
my stay was great but my mother gave me the before i left and i still have a cough,my stay was great but my mother gave me the before i left and i still have a cough,neutral
aww,aww,positive
holy cheese sending things to the motherland is muy caro,holy cheese sending things to the motherland is muy caro,neutral
really gooood,really gooood,positive
jared s wearing a green shirt sparkly eyes yee i hear asylm is highly disorganized hang in there,jared s wearing a green shirt sparkly eyes yee i hear asylm is highly disorganized hang in there,neutral
that little girl still holding her phone while tears are pouring out of her eyes,that little girl still holding her phone while tears are pouring out of her eyes,neutral
happy,happy,positive
love,love,positive
eliminated,eliminated,negative
are delicio,are delicio,positive
bored,bored,negative
is picking up,is picking up,positive
happy,happy,positive
yes for sure its all that i would eat,yes for sure its all that i would eat,neutral
nice,nice,positive
feeling considerably better,feeling considerably better,positive
wishes her love was coming home,wishes her love was coming home,positive
been great to hear a lot of others suggestions some pretty great stuff,been great to hear a lot of others suggestions some pretty great stuff,positive
hey but you have gal pals here in phoenix,hey but you have gal pals here in phoenix,neutral
do not feel good,do not feel good,negative
ditch,ditch,negative
superb,superb,positive
he is an,he is an,negative
sad,sad,negative
special,special,positive
hopefully,hopefully,positive
mayb he was raped when he was younger,mayb he was raped when he was younger,neutral
would love to though,would love to though,positive
a great deal of money,a great deal of money,positive
i guess i fail,i guess i fail,negative
glad,glad,positive
done with the dentist until november,done with the dentist until november,neutral
honest,honest,positive
wow tagers rock awesome performance,wow tagers rock awesome performance,positive
n sounds cool,n sounds cool,positive
rip,rip,negative
miss,miss,negative
happy mother s day mommy,happy mother s day mommy,positive
really good job,really good job,positive
too bad,too bad,negative
that s very nice of him,that s very nice of him,positive
suck,suck,negative
e crazy,e crazy,negative
thanks,thanks,positive
is about to see adriana off for a month,is about to see adriana off for a month,neutral
the only good thing i have been advised to eat lots of ice cream but no solid foods i am bed ridden,the only good thing i have been advised to eat lots of ice cream but no solid foods i am bed ridden,neutral
it didn t work,it didn t work,negative
its raining gng for rain dance,its raining gng for rain dance,neutral
enjoy,enjoy,positive
wonder,wonder,negative
meeting the boy,meeting the boy,neutral
doomed,doomed,negative
hiiiiii i texted you the other day and you didn t respond what s up with that,hiiiiii i texted you the other day and you didn t respond what s up with that,negative
jealousmuch i want to be outttt not stuck in revising you better have green dragon in my honour lol,jealousmuch i want to be outttt not stuck in revising you better have green dragon in my honour lol,neutral
thanks got tired of bleaching it,thanks got tired of bleaching it,neutral
sometimes i miss teaching messing with bad system,sometimes i miss teaching messing with bad system,negative
happy mothers day to all the mommies,happy mothers day to all the mommies,positive
i heard db is better for mixing down especially if you use sounds,i heard db is better for mixing down especially if you use sounds,neutral
beauty,beauty,positive
sucks,sucks,negative
even though she don t be showin love no more,even though she don t be showin love no more,negative
happy,happy,positive
like the pic by the way,like the pic by the way,positive
is sad,is sad,negative
best,best,positive
horrifying,horrifying,negative
good,good,positive
good luck tomorrow,good luck tomorrow,positive
woo hoo we have that recipe,woo hoo we have that recipe,neutral
i actually participated in lit today p also it better not rain,i actually participated in lit today p also it better not rain,neutral
irregularly and i am working on an essay by saying i really mean not at all words not even open,irregularly and i am working on an essay by saying i really mean not at all words not even open,neutral
man,man,negative
workin still lol i wanted to go to the spring game,workin still lol i wanted to go to the spring game,neutral
more homework,more homework,neutral
hooray,hooray,positive
miss,miss,negative
yah haha,yah haha,positive
happy,happy,positive
kind of done trying ugh oh well it was worth the effort long day tomorrow night tweeters,kind of done trying ugh oh well it was worth the effort long day tomorrow night tweeters,neutral
funerals are no bueno,funerals are no bueno,neutral
sounds like sonics which i never had and for the record i say spicy bred buffalo wings blu cheese bee,sounds like sonics which i never had and for the record i say spicy bred buffalo wings blu cheese bee,neutral
well i am on the right side of thirty,well i am on the right side of thirty,neutral
i think i might have to break down and purchase some from the us just because i donot know what to call it over here,i think i might have to break down and purchase some from the us just because i donot know what to call it over here,neutral
tom do you have plans to germany answer this for you are germany fas,tom do you have plans to germany answer this for you are germany fas,neutral
ah haha omg we have no more fudge grahmcracker cookies boo,ah haha omg we have no more fudge grahmcracker cookies boo,neutral
no more drinking for harm doc is convinced that it s the because of my pcvs look it up not to stop smoking just yet that will come,no more drinking for harm doc is convinced that it s the because of my pcvs look it up not to stop smoking just yet that will come,neutral
hahahaha nahh sowwieee i had to git a shirt to match dez sneakerz nd i do not know if they da same color aghhh lol,hahahaha nahh sowwieee i had to git a shirt to match dez sneakerz nd i do not know if they da same color aghhh lol,neutral
feeling sorry for ian he broke up with his gf i feel reali sad cos he feels down wish i can give him a huge hug right now,feeling sorry for ian he broke up with his gf i feel reali sad cos he feels down wish i can give him a huge hug right now,neutral
never becomes familiar,never becomes familiar,negative
sunburned on my face legs,sunburned on my face legs,negative
is planning for surviving financial status after quitting my job got to find a new job within months,is planning for surviving financial status after quitting my job got to find a new job within months,neutral
love you guys,love you guys,positive
gnite fukn nite wanted sum pinga but couldn t get any,gnite fukn nite wanted sum pinga but couldn t get any,neutral
in sweaters,in sweaters,neutral
wow that is a great list,wow that is a great list,positive
birmingham was my st love,birmingham was my st love,positive
wants to hang out with friends soon,wants to hang out with friends soon,positive
rarely enough,rarely enough,negative
sees your steve coogan and raises you a dylan moran,sees your steve coogan and raises you a dylan moran,neutral
i like them all i just saw the movie i would give it a if tyler perry wasn t in it,i like them all i just saw the movie i would give it a if tyler perry wasn t in it,neutral
e sad,e sad,negative
is incredibly worried about stanley,is incredibly worried about stanley,negative
mean,mean,negative
nice,nice,positive
just lost an hours work due to server issues,just lost an hours work due to server issues,negative
i lov,i lov,positive
boreedd,boreedd,negative
ridiculously,ridiculously,negative
do you know your nutty newsire twitterfeed ones are coming through links i can t be lazy without the links lol,do you know your nutty newsire twitterfeed ones are coming through links i can t be lazy without the links lol,neutral
w i have no internet right now,w i have no internet right now,negative
personally i could not decide which election sign to place on north last fall reagan tjefferson or troosevelt,personally i could not decide which election sign to place on north last fall reagan tjefferson or troosevelt,neutral
so far everybody look good,so far everybody look good,positive
its finally working for me,its finally working for me,positive
listening to a del barrio records release i think cmyk music will have competition over minimal techno in madrid land,listening to a del barrio records release i think cmyk music will have competition over minimal techno in madrid land,neutral
trying to work out how to use twitter,trying to work out how to use twitter,neutral
d love to be able to to work but it isn t safe in my area,d love to be able to to work but it isn t safe in my area,neutral
miss,miss,negative
all the people i talk to are gone,all the people i talk to are gone,neutral
i know my bro asked if i shaked my fists and now own cats will have to make up for last night this weekend when i m in philly,i know my bro asked if i shaked my fists and now own cats will have to make up for last night this weekend when i m in philly,neutral
lots of memories,lots of memories,positive
d miss you,d miss you,negative
it made me hungry,it made me hungry,negative
good morning,good morning,positive
lucky,lucky,positive
not quite sure what ace of cakes is or are gosh i m tired loved bride wars fun night,not quite sure what ace of cakes is or are gosh i m tired loved bride wars fun night,neutral
salad from krogers i was hungry,salad from krogers i was hungry,neutral
bummed,bummed,negative
believe,believe,positive
too slow,too slow,negative
lacking,lacking,negative
i know they re,i know they re,negative
starbuck,starbuck,neutral
me too ugh,me too ugh,neutral
undertanding none of it help,undertanding none of it help,negative
a the best place ever,a the best place ever,positive
cats unimpressed by thunderstorm dog wishes would come home,cats unimpressed by thunderstorm dog wishes would come home,neutral
man i can cut my hair now i mean not with cory procuts here i come,man i can cut my hair now i mean not with cory procuts here i come,neutral
you awesomeupdater,you awesomeupdater,positive
oh no hope you get better for your show in argentina good luck,oh no hope you get better for your show in argentina good luck,positive
i m having tuna noodles thing smashed potato cakes winksy says,i m having tuna noodles thing smashed potato cakes winksy says,neutral
get a dachshund they are awesome at getting stuck in silly places i should know i breed them,get a dachshund they are awesome at getting stuck in silly places i should know i breed them,neutral
miss,miss,negative
crappy,crappy,negative
not enough pizza ordered so i didn t get any and it was pizza delight too,not enough pizza ordered so i didn t get any and it was pizza delight too,neutral
looking for a new sms sending solution get i free sms with every itagg,looking for a new sms sending solution get i free sms with every itagg,neutral
really worth watching at the cinema mum really enjoyed,really worth watching at the cinema mum really enjoyed,positive
funny,funny,positive
kind of may have chickened out,kind of may have chickened out,negative
you ve gotten better,you ve gotten better,positive
ii going to miss her so much have a great time darling,ii going to miss her so much have a great time darling,neutral
tired,tired,negative
this palmade stuffs pretty cool,this palmade stuffs pretty cool,positive
sending you both tons of thankful love for sock summit i can t believe the utter that some people spew,sending you both tons of thankful love for sock summit i can t believe the utter that some people spew,neutral
really missing my godfather right now love you wayne,really missing my godfather right now love you wayne,neutral
saddest,saddest,negative
britta says she wants to have lunch with you too,britta says she wants to have lunch with you too,neutral
confusing,confusing,negative
love,love,positive
,,negative
they failed,they failed,negative
faith and daphne,faith and daphne,neutral
got to check with the bro on that and mine is a girl,got to check with the bro on that and mine is a girl,neutral
so bored waiting for class to start sigh midterms next week,so bored waiting for class to start sigh midterms next week,negative
i am soooooooo hungry wat eat,i am soooooooo hungry wat eat,neutral
is having awesome fruits and vegetable juice,is having awesome fruits and vegetable juice,positive
decrease,decrease,negative
whaaaat when did that happen,whaaaat when did that happen,neutral
feel dpressed,feel dpressed,negative
as always coffee cookies,as always coffee cookies,neutral
hahahahaha,hahahahaha,positive
off to collect a tv i acquired from freecycle,off to collect a tv i acquired from freecycle,neutral
happy mothers day,happy mothers day,positive
i m so full,i m so full,negative
i was kind of looking forward to seeing seann william scott in the office today,i was kind of looking forward to seeing seann william scott in the office today,neutral
can i have itl,can i have itl,neutral
disturbed they sold the baby tiger i met in thailand as an exotic pet greedy bastards,disturbed they sold the baby tiger i met in thailand as an exotic pet greedy bastards,negative
sorry about,sorry about,negative
good that was the intent,good that was the intent,positive
white pointy shoes haha and ah you got me excited about the enw drummer you are mean,white pointy shoes haha and ah you got me excited about the enw drummer you are mean,neutral
bahaha,bahaha,positive
after a little bit the drink isn t actually so strong anymore,after a little bit the drink isn t actually so strong anymore,neutral
sloooooooooowlyyyyyyyyyyyyy,sloooooooooowlyyyyyyyyyyyyy,negative
thank,thank,positive
in computer class photo booth doesn t work,in computer class photo booth doesn t work,neutral
shame,shame,negative
hate,hate,negative
so we don t annoy our followers thought of that too late good nigh,so we don t annoy our followers thought of that too late good nigh,positive
great,great,positive
lol brandy and mr whiskers is on,lol brandy and mr whiskers is on,neutral
i feel like i have to throw up,i feel like i have to throw up,negative
sooo reluctant to study for finals right now but i have to,sooo reluctant to study for finals right now but i have to,neutral
welcome to public transport x,welcome to public transport x,neutral
possibly a carpenters number topical,possibly a carpenters number topical,neutral
still shoesless que ardillaaaaaaaaaaaa,still shoesless que ardillaaaaaaaaaaaa,neutral
yea it looks good,yea it looks good,positive
epicentre wheelock place units for tourists only starting today,epicentre wheelock place units for tourists only starting today,neutral
did you have fun last night we didn t see you,did you have fun last night we didn t see you,neutral
date like a man so you do not get played like a,date like a man so you do not get played like a,negative
good luck,good luck,positive
the hair looks sicckkkk happy mothers day to all the mothers,the hair looks sicckkkk happy mothers day to all the mothers,neutral
have fun partying tonight,have fun partying tonight,positive
work,work,neutral
at work but punchy due to two early morning pager events,at work but punchy due to two early morning pager events,neutral
few rainy days in a row,few rainy days in a row,neutral
welcome,welcome,positive
because i m sick,because i m sick,negative
what is wrong with my flickr,what is wrong with my flickr,negative
unrelated,unrelated,negative
week all week off,week all week off,negative
we have a punching bag here but i have never touched it covered with my brother s sweat but you can use it if you want hehe,we have a punching bag here but i have never touched it covered with my brother s sweat but you can use it if you want hehe,neutral
tasty,tasty,positive
happy,happy,positive
sad,sad,negative
lovin,lovin,positive
i want a call from you go michigan hahha,i want a call from you go michigan hahha,neutral
a big thank you,a big thank you,positive
helping my cousin get ready for her th grade dance she is growing up,helping my cousin get ready for her th grade dance she is growing up,neutral
off to the bank,off to the bank,neutral
miss,miss,negative
chilling,chilling,positive
hey nothing wrong with that,hey nothing wrong with that,positive
nice,nice,positive
well it s official i have strep,well it s official i have strep,neutral
is thinking what song to use for the next chilled edition video,is thinking what song to use for the next chilled edition video,neutral
okok i am feeling fresh again,okok i am feeling fresh again,positive
on route home parents th wedding anniversary day gona take them dinner let s c if i find a woman i can be getha with that long,on route home parents th wedding anniversary day gona take them dinner let s c if i find a woman i can be getha with that long,neutral
cute,cute,positive
,,negative
i feel like a nerd saying it but the new star trek looks kind of cool i might see it haha let me know how it goes,i feel like a nerd saying it but the new star trek looks kind of cool i might see it haha let me know how it goes,neutral
i want get my nails done today but according superstition i can t guess i ll have wait til tomorrow then off french,i want get my nails done today but according superstition i can t guess i ll have wait til tomorrow then off french,neutral
i ve only seen star trek twice seeing today but not in d since i was outvoted,i ve only seen star trek twice seeing today but not in d since i was outvoted,neutral
happy mother s day,happy mother s day,positive
liked,liked,positive
tired,tired,negative
wish you all the best,wish you all the best,positive
santana maria maria the wraith,santana maria maria the wraith,neutral
will be heading to baguio in a few hours,will be heading to baguio in a few hours,neutral
a huge fan,a huge fan,positive
wow the vicodin must have worked i over slept better get updating or i will not have a job,wow the vicodin must have worked i over slept better get updating or i will not have a job,neutral
hey dave whasup,hey dave whasup,neutral
i love being able to do what i want,i love being able to do what i want,positive
you didn t do anything wrong,you didn t do anything wrong,positive
running sooo slow,running sooo slow,negative
good morning to you up early with a bad conscience,good morning to you up early with a bad conscience,neutral
all alone cuz no one will go with me,all alone cuz no one will go with me,negative
aaa new follower hiii,aaa new follower hiii,neutral
st mea,st mea,negative
,,positive
worth,worth,positive
finally came around to shorten my twitter username from to if you follow me no need to change anything,finally came around to shorten my twitter username from to if you follow me no need to change anything,neutral
rohan woke up unhappy at midnight,rohan woke up unhappy at midnight,negative
that s awesome,that s awesome,positive
not a good,not a good,negative
mistake,mistake,negative
ugh,ugh,negative
mad blocking,mad blocking,neutral
i gave up cable in these tough economic times it was either cable or shoes and you know what cable los,i gave up cable in these tough economic times it was either cable or shoes and you know what cable los,positive
seconds friday night update has left the city,seconds friday night update has left the city,neutral
its easier to login every day,its easier to login every day,positive
only negative thing about the trip,only negative thing about the trip,negative
cute,cute,positive
who are the crew please do not be me i do not think it is but i could be wrong i have been a number of times,who are the crew please do not be me i do not think it is but i could be wrong i have been a number of times,neutral
wrecked,wrecked,negative
happy,happy,positive
yea dude really,yea dude really,neutral
poor,poor,negative
i missed you today i know you must feel very tired,i missed you today i know you must feel very tired,negative
as it turns out i do not get to go see the decemberists,as it turns out i do not get to go see the decemberists,neutral
impressed,impressed,positive
you r not a loser you drove hours in a day you need rest of was it days i m still tired lol,you r not a loser you drove hours in a day you need rest of was it days i m still tired lol,positive
do not think me ugly but tha dumb is lookin a lill betta an he know it,do not think me ugly but tha dumb is lookin a lill betta an he know it,neutral
last time i ll see her in a while,last time i ll see her in a while,negative
d thanks,d thanks,positive
got to miss baseball,got to miss baseball,negative
weak,weak,negative
muay thai was awesome i m going to be sore in the morning i feel like being bad and eating junk though,muay thai was awesome i m going to be sore in the morning i feel like being bad and eating junk though,neutral
waaa th,waaa th,negative
i read the disclaimer i had to close my browser,i read the disclaimer i had to close my browser,neutral
l sorry,l sorry,negative
good,good,positive
a fantastic night with fantastic people and fantastic food,a fantastic night with fantastic people and fantastic food,positive
i m getting more and more reactions when stroking the cat now i have welts on my hands from where she caught me with her claws,i m getting more and more reactions when stroking the cat now i have welts on my hands from where she caught me with her claws,neutral
i need to relocate to the west coast this weather here is killin me,i need to relocate to the west coast this weather here is killin me,negative
a gift from my boyfriend this little guy keeps me company at night,a gift from my boyfriend this little guy keeps me company at night,neutral
good,good,positive
good times good times at work,good times good times at work,positive
no westin discounts anime expoi provides additional discounts for hotels,no westin discounts anime expoi provides additional discounts for hotels,neutral
and sorry that sounded like a year old texting just tried tweetshrinking built into tweed deck just another cool feature,and sorry that sounded like a year old texting just tried tweetshrinking built into tweed deck just another cool feature,neutral
sniff sniff i want thie app for my iphone but it s only in america free anime games shows and more for you iphone win but no uk,sniff sniff i want thie app for my iphone but it s only in america free anime games shows and more for you iphone win but no uk,neutral
dead,dead,negative
awesome,awesome,positive
it s raining at seaworld,it s raining at seaworld,neutral
you mean the post concert blues lol well i soooo know what you mean,you mean the post concert blues lol well i soooo know what you mean,neutral
down side i have a seat by myself loner please be a starbucks there,down side i have a seat by myself loner please be a starbucks there,neutral
sad,sad,negative
love,love,positive
nothing but,nothing but,positive
left this is your brain right this is your brain on drugs,left this is your brain right this is your brain on drugs,neutral
idiot,idiot,negative
oh i see what you mean that is true if they are used improperly which we know they are,oh i see what you mean that is true if they are used improperly which we know they are,neutral
i am sooooo hungry i miss alaska,i am sooooo hungry i miss alaska,negative
is a bit of a letdown,is a bit of a letdown,negative
enough already about wolfram alpha the next google or the next cuil,enough already about wolfram alpha the next google or the next cuil,neutral
aw i wish i could i have to get ready for atlanta and i have to come into work since i am behind on work,aw i wish i could i have to get ready for atlanta and i have to come into work since i am behind on work,neutral
really good ab,really good ab,positive
well it s not far back to sanity at least it s not for me,well it s not far back to sanity at least it s not for me,neutral
twitter truly is awesome,twitter truly is awesome,positive
daaaaang,daaaaang,negative
thanks,thanks,positive
loves the smell of roast in the oven thanks for the ideas,loves the smell of roast in the oven thanks for the ideas,positive
answers on a postcard what century are you in,answers on a postcard what century are you in,neutral
thank,thank,positive
yeah when he goes there he always brings us these things he just let me last something called milk and,yeah when he goes there he always brings us these things he just let me last something called milk and,neutral
that includes you,that includes you,neutral
wal mart,wal mart,neutral
clocked out fo,clocked out fo,negative
i am writing the most boring part of my paper hmm the sun is shining and i do not feel like working on this however i have to,i am writing the most boring part of my paper hmm the sun is shining and i do not feel like working on this however i have to,neutral
lover,lover,positive
no fun,no fun,negative
no more high school,no more high school,neutral
yes they are,yes they are,positive
thanks so much,thanks so much,positive
collapses,collapses,negative
he best,he best,positive
how was a success,how was a success,positive
i am in a middle of a industrial estate in pirate ffancy dress ready to do a mile walk,i am in a middle of a industrial estate in pirate ffancy dress ready to do a mile walk,neutral
good,good,positive
just learned aobut starwarsday thus are only movies and han solo shot first deal with it,just learned aobut starwarsday thus are only movies and han solo shot first deal with it,neutral
busy day no time to,busy day no time to,negative
mourning,mourning,negative
i m going to miss you ily,i m going to miss you ily,positive
yeah it will get better though i know it,yeah it will get better though i know it,neutral
has decided not to go to uni today,has decided not to go to uni today,neutral
so i can not,so i can not,negative
my little foster kittens are getting big chubba and winston are going b missed when they get amazing homes,my little foster kittens are getting big chubba and winston are going b missed when they get amazing homes,neutral
weirdos,weirdos,negative
grea,grea,positive
the liesgirlstell and liesboystell threads show how women and men alike are screwed up and struggle to have real honest relationships,the liesgirlstell and liesboystell threads show how women and men alike are screwed up and struggle to have real honest relationships,neutral
is downloading new fonts,is downloading new fonts,neutral
what happened to my early night am about to turn into a pumpkin,what happened to my early night am about to turn into a pumpkin,neutral
has the day open until don t know what to do everyone is leaving today,has the day open until don t know what to do everyone is leaving today,neutral
cute,cute,positive
been to nanny s just got roast iater and then pudding,been to nanny s just got roast iater and then pudding,neutral
yeah i couldn t call my dad mom or brother either mom on the phone dad phone card expired brother at,yeah i couldn t call my dad mom or brother either mom on the phone dad phone card expired brother at,neutral
we all have our moments of intense genius and power and well at times sheer insanity i need a sanity check,we all have our moments of intense genius and power and well at times sheer insanity i need a sanity check,neutral
i miss,i miss,negative
congratulations,congratulations,positive
june gloom has arrived,june gloom has arrived,negative
i will have to agree you,i will have to agree you,neutral
sorry you wouldn t believe how much feedback we got on that menu bar icon the next version will be a lot more subtl,sorry you wouldn t believe how much feedback we got on that menu bar icon the next version will be a lot more subtl,neutral
officially has pink eye,officially has pink eye,neutral
a good,a good,positive
you re welcome,you re welcome,positive
happy,happy,positive
that s no right,that s no right,negative
happy,happy,positive
fab,fab,positive
enjoy,enjoy,positive
ug full of cold and in a dark pub want to go outside,ug full of cold and in a dark pub want to go outside,neutral
i love him i think he s ace on another note this headache,i love him i think he s ace on another note this headache,neutral
greeting again every momma happy momma s day,greeting again every momma happy momma s day,positive
feeling better drugs are awesome sad waste of a day weekend,feeling better drugs are awesome sad waste of a day weekend,neutral
a good morning,a good morning,positive
an idiot,an idiot,negative
second best,second best,positive
playing guitar hero waiting for abby to text me after prom,playing guitar hero waiting for abby to text me after prom,neutral
ok just between you and me and all of our followers on twitter what do you really think of,ok just between you and me and all of our followers on twitter what do you really think of,neutral
oh geez i ll feel so stupid,oh geez i ll feel so stupid,negative
i am almost to updates more to goo,i am almost to updates more to goo,neutral
we ll write a song that turns out the lights,we ll write a song that turns out the lights,neutral
page doesn t exist,page doesn t exist,negative
i do not want to get out of bed i want to go back to sleep i have to open the store at work though,i do not want to get out of bed i want to go back to sleep i have to open the store at work though,neutral
press ctrl on bottom right the underscore for e is there ky,press ctrl on bottom right the underscore for e is there ky,neutral
tired,tired,negative
claire love the show got into the office,claire love the show got into the office,positive
i am at work,i am at work,neutral
neighborhood research today day of and a little bit of shopping,neighborhood research today day of and a little bit of shopping,neutral
off i m stuck in,off i m stuck in,negative
warnings,warnings,negative
why,why,neutral
special,special,positive
awww we can do that and then go to chick fila,awww we can do that and then go to chick fila,neutral
why r y depressed i mite b moving earlyer than i thot,why r y depressed i mite b moving earlyer than i thot,neutral
time to learn another language,time to learn another language,neutral
wonderful,wonderful,positive
head in the clouds,head in the clouds,neutral
a good flick,a good flick,positive
i should really try a different pose some time,i should really try a different pose some time,neutral
real fun begin,real fun begin,positive
can t dm you since you don t follow me,can t dm you since you don t follow me,neutral
finally got to see you,finally got to see you,positive
great fans here,great fans here,positive
s no wayyy i couldn t tune in,s no wayyy i couldn t tune in,negative
goodbye in the city let me hurry and give mi cuz that paper work have have summer in bk,goodbye in the city let me hurry and give mi cuz that paper work have have summer in bk,neutral
